Filename,Path,Price,Partname,MOD,Mass,PROFILE,kgCO2eq,
fuelTankX200-16.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/FuelTank/fuelTankX200-16/fuelTankX200-16.cfg,815.6,fuelTank2-2,Squad,1,Tank,-1,
fuelTankJumbo-64.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/FuelTank/fuelTankJumbo-64/fuelTankJumbo-64.cfg,2812.4,fuelTank3-2,Squad,4,Tank,-1,
fuelTankX200-8.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/FuelTank/fuelTankX200-8/fuelTankX200-8.cfg,432.8,fuelTank4-2,Squad,0.5,Tank,-1,
fuelTankT200.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/Size1_Tanks/fuelTankT200.cfg,183.2,fuelTankSmall,Squad,0.125,Tank,260,
fuelTankT200.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/FuelTank/fuelTankT200_v1/fuelTankT200.cfg,183.2,fuelTankSmall,Squad,0.125,Tank,-1,
fuelTankT100.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/Size1_Tanks/fuelTankT100.cfg,104.1,fuelTankSmallFlat,Squad,0.0625,Tank,130,
fuelTankT100.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/FuelTank/fuelTankT100_v1/fuelTankT100.cfg,104.1,fuelTankSmallFlat,Squad,0.0625,Tank,-1,
GearFixed.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Wheel/LandingGear/GearFixed.cfg,100,GearFixed,Squad,0.022,Wheel,318.5577261,
GearFree.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Wheel/LandingGear/GearFree.cfg,150,GearFree,Squad,0.015,Wheel,217.1984496,
GearExtraLarge.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Wheel/LandingGear/GearExtraLarge.cfg,1700,GearLarge,Squad,0.6,Wheel,8687.937984,
GearLarge.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Wheel/LandingGear/GearLarge.cfg,1200,GearMedium,Squad,0.4,Wheel,5791.958656,
GearMedium.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Wheel/LandingGear/GearMedium.cfg,700,GearSmall,Squad,0.25,Wheel,3619.97416,
gooExperiment.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Science/GooExperiment/gooExperiment.cfg,800,GooExperiment,Squad,0.05,Science Device,1408.244832,
part.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/GrapplingDevice/part.cfg,450,GrapplingDevice,Squad,0.075,Structural,156,
part.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Utility/GrapplingDevice_v1/part.cfg,450,GrapplingDevice,Squad,0.075,Structural,-1,
groundAnchor.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Cargo/GroundAnchor/groundAnchor.cfg,300,groundAnchor,Squad,0.05,Structural,104,
groundLight1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/Lights/groundLight1.cfg,25,groundLight1,Squad,0.002,Light,42.64479328,
groundLight2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/Lights/groundLight2.cfg,35,groundLight2,Squad,0.003,Light,63.96718992,
HeatShield0.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Aero/HeatShield/HeatShield0.cfg,125,HeatShield0,Squad,0.025,Heatshield,52,
HeatShield1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Aero/HeatShield/HeatShield1.cfg,200,HeatShield1,Squad,0.1,Heatshield,208,
HeatShield1p5.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/Parts/Thermal/HeatShield1p5.cfg,250,HeatShield1p5,SquadExpansion,0.3,Heatshield,624,
HeatShield2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Aero/HeatShield/HeatShield2.cfg,200,HeatShield2,Squad,0.5,Heatshield,1040,
HeatShield3.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Aero/HeatShield/HeatShield3.cfg,200,HeatShield3,Squad,1,Heatshield,2080,
HECS2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Misc/AsteroidDay/HECS2.cfg,7500,HECS2_ProbeCore,Squad,0.2,Probe,10335.91731,
HighGainAntenna.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Misc/AsteroidDay/HighGainAntenna.cfg,1200,HighGainAntenna,Squad,0.075,Antenna,2015.984496,
HG-5.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/DirectAntennas/HG-5.cfg,600,HighGainAntenna5,Squad,0.07,Antenna,1881.58553,
HG-5_v2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/DirectAntennas/HG-5_v2.cfg,600,HighGainAntenna5_v2,Squad,0.07,Antenna,1881.58553,
hinge_01.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Robotics/hinge_01.cfg,120,hinge_01,SquadExpansion,0.08,Robotics,166.4,
hinge_01_s.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Robotics/hinge_01_s.cfg,50,hinge_01_s,SquadExpansion,0.01,Robotics,20.8,
hinge_03.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Robotics/hinge_03.cfg,360,hinge_03,SquadExpansion,0.1,Robotics,208,
hinge_03_s.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Robotics/hinge_03_s.cfg,120,hinge_03_s,SquadExpansion,0.08,Robotics,166.4,
hinge_04.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Robotics/hinge_04.cfg,480,hinge_04,SquadExpansion,0.4,Robotics,832,
InflatableAirlock.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/Parts/Coupling/InflatableAirlock.cfg,400,InflatableAirlock,SquadExpansion,0.1,Inflatable Part,1576.5,
HeatShield.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Aero/InflatableHeatShield/HeatShield.cfg,2400,InflatableHeatShield,Squad,1.5,Heatshield,3120,
CamSat.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Misc/AsteroidDay/CamSat.cfg,4500,InfraredTelescope,Squad,0.1,Science Device,2816.489664,
intakeRadialLong.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Aero/intakeRadialLong/intakeRadialLong.cfg,900,IntakeRadialLong,Squad,0.01,Intake,89.225,
ionEngine.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Engine/ionEngine/ionEngine.cfg,8000,ionEngine,Squad,0.25,Ion Engine,6719.94832,
ISRU.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Resources/ISRU/ISRU.cfg,8000,ISRU,Squad,4.25,ISRU,19379.91214,
jetEngineBasic.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Engine/jetEngines/jetEngineBasic.cfg,1400,JetEngine,Squad,1.5,Engine,6839.968992,
z-400Battery.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Electrical/z-400Battery/z-400Battery.cfg,550,ksp_r_largeBatteryPack,Squad,0.02,Battery,1033.591731,
KV1Pod.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/Parts/Pods/KV1Pod.cfg,590,kv1Pod,SquadExpansion,0.75,Pod,10859.92248,
KV2Pod.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/Parts/Pods/KV2Pod.cfg,1990,kv2Pod,SquadExpansion,1.5,Pod,21719.84496,
KV3Pod.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/Parts/Pods/KV3Pod.cfg,2990,kv3Pod,SquadExpansion,2.25,Pod,32579.76744,
ladderRadial.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/ladderRadial/ladderRadial.cfg,100,ladder1,Squad,0.005,Ladder,10.4,
mk1LanderCan.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/mk1LanderCan/mk1LanderCan.cfg,1482,landerCabinSmall,Squad,0.6,Pod,8687.937984,
landingLegLT-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/landingLegLT-1/landingLegLT-1.cfg,440,landingLeg1,Squad,0.05,Landing Legs,104,
landingLegLT-2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/landingLegLT-2/landingLegLT-2.cfg,340,landingLeg1-2,Squad,0.1,Landing Legs,208,
largeCrewedLab.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Science/LargeCrewedLab/largeCrewedLab.cfg,4000,Large_Crewed_Lab,Squad,3.5,Pod,50679.63824,
largeAdapter.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/rockomaxAdapters/largeAdapter.cfg,500,largeAdapter,Squad,0.1,Structural,208,
largeAdapter.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Utility/largeAdapter_v1/largeAdapter.cfg,500,largeAdapter,Squad,0.1,Structural,-1,
largeAdapterShort.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/rockomaxAdapters/largeAdapterShort.cfg,450,largeAdapter2,Squad,0.08,Structural,166.4,
largeAdapterShort.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Utility/largeAdapterShort_v1/largeAdapterShort.cfg,450,largeAdapter2,Squad,0.08,Structural,-1,
largeFanBlade.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Propellers/largeFanBlade.cfg,550,largeFanBlade,SquadExpansion,0.12,Fan Blade,3534,
largeHeliBlade.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Propellers/largeHeliBlade.cfg,500,largeHeliBlade,SquadExpansion,0.18,Fan Blade,5301,
largePropeller.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Propellers/largePropeller.cfg,400,largePropeller,SquadExpansion,0.12,Fan Blade,3534,
gigantorXlSolarArray.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Electrical/gigantorXlSolarArray/gigantorXlSolarArray.cfg,3000,largeSolarPanel,Squad,0.3,Solar Panel,8063.937984,
LargeTank.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Resources/LargeTank/LargeTank.cfg,2970,LargeTank,Squad,2,Tank,4160,
launchClamp1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/launchClamp1/launchClamp1.cfg,200,launchClamp1,Squad,0.1,Structural,208,
part.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/launchEscapeSystem/part.cfg,982,LaunchEscapeSystem,Squad,0.9,Engine,4103.981395,
LgRadialSolar.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Misc/AsteroidDay/LgRadialSolar.cfg,600,LgRadialSolarPanel,Squad,0.04,Solar Panel,1075.191731,
lGripPad.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Structural/gripPads/lGripPad.cfg,300,lGripPad,SquadExpansion,0.078,Structural,162.24,
lGripStrip.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Structural/gripPads/lGripStrip.cfg,300,lGripStrip,SquadExpansion,0.078,Structural,162.24,
linearRCS.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/linearVernorRCS/linearRCS.cfg,25,linearRcs,Squad,0.02,RCS Thruster,41.6,
linearRCS.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Utility/linearRCS_v1/linearRCS.cfg,280,linearRcs,Squad,0.03,RCS Thruster,-1,
liquidEngineLV-T30.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Engine/liquidEngineLV-T30/liquidEngineLV-T30.cfg,1100,liquidEngine,Squad,1.25,Engine,5699.97416,
liquidEngineLV-T30_v2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Engine/liquidEngineLV-T30_v2/liquidEngineLV-T30_v2.cfg,1100,liquidEngine_v2,Squad,1.25,Engine,5699.97416,
liquidEngineMainsail.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Engine/liquidEngineMainsail_v1/liquidEngineMainsail.cfg,13000,liquidEngine1-2,Squad,6,Engine,-1,
liquidEngineLV-T45.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Engine/liquidEngineLV-T45/liquidEngineLV-T45.cfg,1200,liquidEngine2,Squad,1.5,Engine,6839.968992,
liquidEngineLV-T45_v2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Engine/liquidEngineLV-T45_v2/liquidEngineLV-T45_v2.cfg,1200,liquidEngine2_v2,Squad,1.5,Engine,6839.968992,
liquidEnginePoodle.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Engine/liquidEnginePoodle_v1/liquidEnginePoodle.cfg,1300,liquidEngine2-2,Squad,1.75,Engine,-1,
liquidEnginePoodle_v2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Engine/liquidEnginePoodle_v2/liquidEnginePoodle_v2.cfg,1300,liquidEngine2-2_v2,Squad,1.75,Engine,7979.963824,
liquidEngineLV-909.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Engine/liquidEngineLV-909_v1/liquidEngineLV-909.cfg,390,liquidEngine3,Squad,0.5,Engine,-1,
liquidEngineLV-909_v2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Engine/liquidEngineLV-909_v2/liquidEngineLV-909_v2.cfg,390,liquidEngine3_v2,Squad,0.5,Engine,2279.989664,
LiquidEngineKE-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/Parts/Engine/LiquidEngineKE-1.cfg,8000,LiquidEngineKE-1,SquadExpansion,5,Engine,22799.89664,
LiquidEngineLV-T91.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/Parts/Engine/LiquidEngineLV-T91.cfg,850,LiquidEngineLV-T91,SquadExpansion,1,Engine,4559.979328,
LiquidEngineLV-TX87.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/Parts/Engine/LiquidEngineLV-TX87.cfg,2000,LiquidEngineLV-TX87,SquadExpansion,2,Engine,9119.958656,
liquidEngineMainsail_v2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Engine/liquidEngineMainsail_v2/liquidEngineMainsail_v2.cfg,13000,liquidEngineMainsail_v2,Squad,6,Engine,27359.87597,
liquidEngine48-7S.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Engine/liquidEngine48-7S_v1/liquidEngine48-7S.cfg,240,liquidEngineMini,Squad,0.1,Engine,-1,
liquidEngine48-7S_v2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Engine/liquidEngine48-7S_v2/liquidEngine48-7S_v2.cfg,240,liquidEngineMini_v2,Squad,0.13,Engine,592.7973127,
LiquidEngineRE-I2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/Parts/Engine/LiquidEngineRE-I2.cfg,2300,LiquidEngineRE-I2,SquadExpansion,1.6,Engine,7295.966925,
LiquidEngineRE-J10.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/Parts/Engine/LiquidEngineRE-J10.cfg,3000,LiquidEngineRE-J10,SquadExpansion,3.3,Engine,15047.93178,
LiquidEngineRK-7.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/Parts/Engine/LiquidEngineRK-7.cfg,1100,LiquidEngineRK-7,SquadExpansion,1.25,Engine,5699.97416,
LiquidEngineRV-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/Parts/Engine/LiquidEngineRV-1.cfg,800,LiquidEngineRV-1,SquadExpansion,0.18,Engine,820.7962791,
commsAntenna16.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/commsDish16/commsAntenna16.cfg,300,longAntenna,Squad,0.005,Antenna,134.3989664,
Magnetometer.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Science/Magnetometer/Magnetometer.cfg,2200,Magnetometer,Squad,0.05,Science Device,1408.244832,
mk1-2CommandPod.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Command/Mk1-2Pod/mk1-2CommandPod.cfg,3764,Mark1-2Pod,Squad,4,Pod,-1,
mk1Cockpit.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/mk1Cockpits/mk1Cockpit.cfg,1241.6,Mark1Cockpit,Squad,1.25,Pod,18099.8708,
mk1InlineCockpit.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/mk1Cockpits/mk1InlineCockpit.cfg,1591.6,Mark2Cockpit,Squad,1,Pod,14479.89664,
part.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Engine/MassiveSRB/part.cfg,1140,MassiveBooster,Squad,4.5,Booster,14939.95349,
commsAntennaDTS-M1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/commsAntennaDTS-M1/commsAntennaDTS-M1.cfg,900,mediumDishAntenna,Squad,0.05,Antenna,1343.989664,
mediumFanBlade.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Propellers/mediumFanBlade.cfg,275,mediumFanBlade,SquadExpansion,0.035,Fan Blade,1030.75,
mediumHeliBlade.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Propellers/mediumHeliBlade.cfg,225,mediumHeliBlade,SquadExpansion,0.05,Fan Blade,1472.5,
mediumPropeller.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Propellers/mediumPropeller.cfg,175,mediumPropeller,SquadExpansion,0.035,Fan Blade,1030.75,
Size1_5_Lander.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/Parts/Pods/Size1_5_Lander.cfg,3408.92,MEMLander,SquadExpansion,1.355,Pod,19620.25995,
mGripPad.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Structural/gripPads/mGripPad.cfg,75,mGripPad,SquadExpansion,0.018,Structural,37.44,
liquidEngineLV-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Engine/liquidEngineLV-1_v1/liquidEngineLV-1.cfg,110,microEngine,Squad,0.02,Engine,-1,
liquidEngineLV-1_v2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Engine/liquidEngineLV-1_v2/liquidEngineLV-1_v2.cfg,110,microEngine_v2,Squad,0.02,Engine,91.19958656,
MiniDrill.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Resources/MiniDrill/MiniDrill.cfg,1000,MiniDrill,Squad,0.25,Drill,520,
fuelTankOscarB.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/fuelTankOscarB/fuelTankOscarB.cfg,51.64,miniFuelTank,Squad,0.025,Fuelcell,1291.989664,
miniFuselage.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/miniFuselage/miniFuselage.cfg,160,miniFuselage,Squad,0.025,Tank,52,
SmallIntake.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Aero/miniIntake/SmallIntake.cfg,250,miniIntake,Squad,0.007,Intake,62.4575,
MiniISRU.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Resources/MiniISRU/MiniISRU.cfg,1000,MiniISRU,Squad,1.25,ISRU,5699.97416,
SmallJetEngine.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Engine/miniJet/SmallJetEngine.cfg,450,miniJetEngine,Squad,0.25,Engine,1139.994832,
landingLegLT-5.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/landingLegLT-5/landingLegLT-5.cfg,200,miniLandingLeg,Squad,0.015,Landing Legs,31.2,
SolidBoosterFM1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Engine/SolidBoostersF/SolidBoosterFM1.cfg,51,Mite,Squad,0.075,Booster,248.9992248,
mk1-3.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/Mk1-3Pod/mk1-3.cfg,3764,mk1-3pod,Squad,2.6,Pod,37647.73127,
mk1CrewCabin.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/mk1Cockpits/mk1CrewCabin.cfg,550,MK1CrewCabin,Squad,1,Pod,14479.89664,
mk1Fuselage.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Structural/mk1Parts/mk1Fuselage.cfg,230,MK1Fuselage,Squad,0.25,Structural,520,
mk1Structural.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Structural/mk1Parts/mk1Structural.cfg,380,Mk1FuselageStructural,Squad,0.1,Structural,208,
mk1FuselageIntake.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Structural/mk1Parts/mk1FuselageIntake.cfg,560,MK1IntakeFuselage,Squad,0.17,Intake,1516.825,
mk1Pod.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Command/mk1pod_v1/mk1Pod.cfg,588,mk1pod,Squad,0.8,Pod,-1,
mk1Pod_v2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/mk1pod_v2/mk1Pod_v2.cfg,588,mk1pod_v2,Squad,0.8,Pod,11583.91731,
long.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/mk2Adapters/long.cfg,682.8,mk2_1m_AdapterLong,Squad,0.57,Tank,1185.6,
bicoupler.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/mk2Adapters/bicoupler.cfg,676.4,mk2_1m_Bicoupler,Squad,0.29,Structural,603.2,
BayL.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/mk2CargoBay/BayL.cfg,500,mk2CargoBayL,Squad,0.5,Service Bay,1040,
BayS.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/mk2CargoBay/BayS.cfg,320,mk2CargoBayS,Squad,0.25,Service Bay,520,
mk2CockpitInline.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/mk2CockpitInline/mk2CockpitInline.cfg,3470,mk2Cockpit_Inline,Squad,2,Pod,28959.79328,
mk2CockpitStandard.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/mk2CockpitStandard/mk2CockpitStandard.cfg,3482,mk2Cockpit_Standard,Squad,2,Pod,28959.79328,
mk2CrewCabin.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/mk2CrewCabin/mk2CrewCabin.cfg,4200,mk2CrewCabin,Squad,2.03,Pod,29394.19018,
mk2DockingPort.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/mk2DockingPort/mk2DockingPort.cfg,760,mk2DockingPort,Squad,0.3,Docking port,624,
mk2DockingPort.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Utility/mk2DockingPort_v1/mk2DockingPort.cfg,760,mk2DockingPort,Squad,0.3,Probe,-1,
mk2Dronecore.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/mk2DroneCore/mk2Dronecore.cfg,2700,mk2DroneCore,Squad,0.2,Probe,10335.91731,
L_long.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/mk2FuselageLong/L_long.cfg,810,mk2Fuselage,Squad,0.57,Tank,1185.6,
LFO_long.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/mk2FuselageLong/LFO_long.cfg,1082.8,mk2FuselageLongLFO,Squad,0.57,Tank,1185.6,
LFO_short.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/mk2FuselageShort/LFO_short.cfg,566.4,mk2FuselageShortLFO,Squad,0.29,Tank,603.2,
L_short.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/mk2FuselageShort/L_short.cfg,430,mk2FuselageShortLiquid,Squad,0.29,Tank,603.2,
Mono_short.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/mk2FuselageShort/Mono_short.cfg,270,mk2FuselageShortMono,Squad,0.29,Tank,603.2,
mk2LanderCan.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/mk2LanderCan/mk2LanderCan.cfg,3202,mk2LanderCabin,Squad,2.5,Pod,36199.7416,
mk2LanderCan_v2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/mk2LanderCan_v2/mk2LanderCan_v2.cfg,3202,mk2LanderCabin_v2,Squad,1.355,Pod,19620.25995,
Mk2Pod.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/Parts/Pods/Mk2Pod.cfg,2800,Mk2Pod,SquadExpansion,1.56,Pod,22588.63876,
